jahr,quartal,bereich_code,bereich_name,wert
2019,3,GI,"Handel, Verkehr, Gastgewerbe",129174.5
2019,3,J,Information und Kommunikation,41625.6
2019,3,K,Finanz- und Versicherungsdienstleister,30030.9
2019,3,L,Grundstücks- und Wohnungswesen,81780.8
2019,3,MN,Unternehmensdienstleister,102923.6
2019,3,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",124261.3
2019,3,RU,Sonstige Dienstleister,27218.9
2019,4,A,"Land- und Forstwirtschaft, Fischerei",7376.8
2019,4,BE,Produzierendes Gewerbe ohne Baugewerbe,182071.5
2019,4,F,Baugewerbe,39328.6
2019,4,GI,"Handel, Verkehr, Gastgewerbe",134485.1
2019,4,J,Information und Kommunikation,42648.7
2019,4,K,Finanz- und Versicherungsdienstleister,31233.9
2019,4,L,Grundstücks- und Wohnungswesen,88826
2019,4,MN,Unternehmensdienstleister,107243.7
2019,4,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",127160
2019,4,RU,Sonstige Dienstleister,29117.6
2020,1,A,"Land- und Forstwirtschaft, Fischerei",6762.4
2020,1,BE,Produzierendes Gewerbe ohne Baugewerbe,176334.7
2020,1,F,Baugewerbe,37347.6
2020,1,GI,"Handel, Verkehr, Gastgewerbe",124065.9
2020,1,J,Information und Kommunikation,40204.4
2020,1,K,Finanz- und Versicherungsdienstleister,29965.4
2020,1,L,Grundstücks- und Wohnungswesen,82197.1
2020,1,MN,Unternehmensdienstleister,100024.6
2020,1,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",121088.6
2020,1,RU,Sonstige Dienstleister,27728.3
2020,2,A,"Land- und Forstwirtschaft, Fischerei",7201.4
2020,2,BE,Produzierendes Gewerbe ohne Baugewerbe,184376.3
2020,2,F,Baugewerbe,39023.5
2020,2,GI,"Handel, Verkehr, Gastgewerbe",136048.9
2020,2,J,Information und Kommunikation,43010.5
2020,2,K,Finanz- und Versicherungsdienstleister,30704.5
2020,2,L,Grundstücks- und Wohnungswesen,86481.3
2020,2,MN,Unternehmensdienstleister,105312.5
2020,2,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",129267.3
2020,2,RU,Sonstige Dienstleister,29640.1
2020,3,A,"Land- und Forstwirtschaft, Fischerei",7517.6
2020,3,BE,Produzierendes Gewerbe ohne Baugewerbe,186886
2020,3,F,Baugewerbe,39927.8
2020,3,GI,"Handel, Verkehr, Gastgewerbe",135406.9
2020,3,J,Information und Kommunikation,42164.2
2020,3,K,Finanz- und Versicherungsdienstleister,31689.1
2020,3,L,Grundstücks- und Wohnungswesen,87671.5
2020,3,MN,Unternehmensdienstleister,108519
2020,3,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",128696.2
2020,3,RU,Sonstige Dienstleister,28894
2020,4,A,"Land- und Forstwirtschaft, Fischerei",7515.2
2020,4,BE,Produzierendes Gewerbe ohne Baugewerbe,196394.6
2020,4,F,Baugewerbe,40758.9
2020,4,GI,"Handel, Verkehr, Gastgewerbe",140881.4
2020,4,J,Information und Kommunikation,44293.2
2020,4,K,Finanz- und Versicherungsdienstleister,32161.4
2020,4,L,Grundstücks- und Wohnungswesen,93698.5
2020,4,MN,Unternehmensdienstleister,112279.2
2020,4,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",134629
2020,4,RU,Sonstige Dienstleister,30867.3
2021,1,A,"Land- und Forstwirtschaft, Fischerei",7177.4
2021,1,BE,Produzierendes Gewerbe ohne Baugewerbe,182056.3
2021,1,F,Baugewerbe,38164.3
2021,1,GI,"Handel, Verkehr, Gastgewerbe",132614
2021,1,J,Information und Kommunikation,41734.7
2021,1,K,Finanz- und Versicherungsdienstleister,31027.4
2021,1,L,Grundstücks- und Wohnungswesen,85290.6
2021,1,MN,Unternehmensdienstleister,103856.5
2021,1,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",126520.1
2021,1,RU,Sonstige Dienstleister,28980.8
2021,2,A,"Land- und Forstwirtschaft, Fischerei",7577
2021,2,BE,Produzierendes Gewerbe ohne Baugewerbe,194915.9
2021,2,F,Baugewerbe,40957.8
2021,2,GI,"Handel, Verkehr, Gastgewerbe",141592.6
2021,2,J,Information und Kommunikation,45727.3
2021,2,K,Finanz- und Versicherungsdienstleister,32689.7
2021,2,L,Grundstücks- und Wohnungswesen,90669.1
2021,2,MN,Unternehmensdienstleister,112754.8
2021,2,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",136164
2021,2,RU,Sonstige Dienstleister,30554.5
2021,3,A,"Land- und Forstwirtschaft, Fischerei",7732.3
2021,3,BE,Produzierendes Gewerbe ohne Baugewerbe,192072.8
2021,3,F,Baugewerbe,40966.1
2021,3,GI,"Handel, Verkehr, Gastgewerbe",144777.2
2021,3,J,Information und Kommunikation,45372.3
2021,3,K,Finanz- und Versicherungsdienstleister,33379.5
2021,3,L,Grundstücks- und Wohnungswesen,94096.1
2021,3,MN,Unternehmensdienstleister,112453.1
2021,3,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",137323.9
2021,3,RU,Sonstige Dienstleister,31112.8
2021,4,A,"Land- und Forstwirtschaft, Fischerei",7897.5
2021,4,BE,Produzierendes Gewerbe ohne Baugewerbe,203142.7
2021,4,F,Baugewerbe,44351.8
2021,4,GI,"Handel, Verkehr, Gastgewerbe",150025
2021,4,J,Information und Kommunikation,46378
2021,4,K,Finanz- und Versicherungsdienstleister,33269.2
2021,4,L,Grundstücks- und Wohnungswesen,96461
2021,4,MN,Unternehmensdienstleister,116592.9
2021,4,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",140447.3
2021,4,RU,Sonstige Dienstleister,32139.5
2022,1,A,"Land- und Forstwirtschaft, Fischerei",7709.8
2022,1,BE,Produzierendes Gewerbe ohne Baugewerbe,191703.5
2022,1,F,Baugewerbe,40663.4
2022,1,GI,"Handel, Verkehr, Gastgewerbe",142038.4
2022,1,J,Information und Kommunikation,43949.7
2022,1,K,Finanz- und Versicherungsdienstleister,32285.4
2022,1,L,Grundstücks- und Wohnungswesen,90775.3
2022,1,MN,Unternehmensdienstleister,108092.9
2022,1,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",135576.4
2022,1,RU,Sonstige Dienstleister,31004.8
2022,2,A,"Land- und Forstwirtschaft, Fischerei",8005.3
2022,2,BE,Produzierendes Gewerbe ohne Baugewerbe,206382.5
2022,2,F,Baugewerbe,43042.7
2022,2,GI,"Handel, Verkehr, Gastgewerbe",148816.7
2022,2,J,Information und Kommunikation,47232.8
2022,2,K,Finanz- und Versicherungsdienstleister,35118.1
2022,2,L,Grundstücks- und Wohnungswesen,97928.8
2022,2,MN,Unternehmensdienstleister,117754.5
2022,2,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",143482.7
2022,2,RU,Sonstige Dienstleister,32017.5
2022,3,A,"Land- und Forstwirtschaft, Fischerei",8124
2022,3,BE,Produzierendes Gewerbe ohne Baugewerbe,205143.6
2022,3,F,Baugewerbe,43731.6
2022,3,GI,"Handel, Verkehr, Gastgewerbe",147554.2
2022,3,J,Information und Kommunikation,46889.2
2022,3,K,Finanz- und Versicherungsdienstleister,35019.5
2022,3,L,Grundstücks- und Wohnungswesen,97837.8
2022,3,MN,Unternehmensdienstleister,117244.1
2022,3,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",141397.2
2022,3,RU,Sonstige Dienstleister,32412.2
2022,4,A,"Land- und Forstwirtschaft, Fischerei",8338.8
2022,4,BE,Produzierendes Gewerbe ohne Baugewerbe,210508.2
2022,4,F,Baugewerbe,45521.8
2022,4,GI,"Handel, Verkehr, Gastgewerbe",157024
2022,4,J,Information und Kommunikation,49855.1
2022,4,K,Finanz- und Versicherungsdienstleister,36429.7
2022,4,L,Grundstücks- und Wohnungswesen,102305.8
2022,4,MN,Unternehmensdienstleister,123460.6
2022,4,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",152676.2
2022,4,RU,Sonstige Dienstleister,32861.4
2023,1,A,"Land- und Forstwirtschaft, Fischerei",7921.5
2023,1,BE,Produzierendes Gewerbe ohne Baugewerbe,202225.4
2023,1,F,Baugewerbe,42254.9
2023,1,GI,"Handel, Verkehr, Gastgewerbe",146599.2
2023,1,J,Information und Kommunikation,46877.2
2023,1,K,Finanz- und Versicherungsdienstleister,33708.8
2023,1,L,Grundstücks- und Wohnungswesen,94197.5
2023,1,MN,Unternehmensdienstleister,115972.7
2023,1,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",141626.4
2023,1,RU,Sonstige Dienstleister,31849.1
2023,2,A,"Land- und Forstwirtschaft, Fischerei",8363.9
2023,2,BE,Produzierendes Gewerbe ohne Baugewerbe,215526.8
2023,2,F,Baugewerbe,45105.8
2023,2,GI,"Handel, Verkehr, Gastgewerbe",150577.9
2023,2,J,Information und Kommunikation,49685.8
2023,2,K,Finanz- und Versicherungsdienstleister,36504.4
2023,2,L,Grundstücks- und Wohnungswesen,102054.7
2023,2,MN,Unternehmensdienstleister,124036.7
2023,2,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",148146
2023,2,RU,Sonstige Dienstleister,34172.4
2023,3,A,"Land- und Forstwirtschaft, Fischerei",8384.4
2023,3,BE,Produzierendes Gewerbe ohne Baugewerbe,218363.4
2023,3,F,Baugewerbe,45576.3
2023,3,GI,"Handel, Verkehr, Gastgewerbe",155872.4
2023,3,J,Information und Kommunikation,49418.8
2023,3,K,Finanz- und Versicherungsdienstleister,36506.9
2023,3,L,Grundstücks- und Wohnungswesen,101303.5
2023,3,MN,Unternehmensdienstleister,124188.3
2023,3,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",149050.5
2023,3,RU,Sonstige Dienstleister,34052
2023,4,A,"Land- und Forstwirtschaft, Fischerei",8950.9
2023,4,BE,Produzierendes Gewerbe ohne Baugewerbe,225414
2023,4,F,Baugewerbe,47305.4
2023,4,GI,"Handel, Verkehr, Gastgewerbe",161891
2023,4,J,Information und Kommunikation,51476.1
2023,4,K,Finanz- und Versicherungsdienstleister,37984.1
2023,4,L,Grundstücks- und Wohnungswesen,105621.5
2023,4,MN,Unternehmensdienstleister,127943.1
2023,4,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",155988.9
2023,4,RU,Sonstige Dienstleister,34846.4
2024,1,A,"Land- und Forstwirtschaft, Fischerei",8330.1
2024,1,BE,Produzierendes Gewerbe ohne Baugewerbe,213668.2
2024,1,F,Baugewerbe,45470.3
2024,1,GI,"Handel, Verkehr, Gastgewerbe",155473.3
2024,1,J,Information und Kommunikation,48041.6
2024,1,K,Finanz- und Versicherungsdienstleister,36602.4
2024,1,L,Grundstücks- und Wohnungswesen,99025.1
2024,1,MN,Unternehmensdienstleister,121806
2024,1,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",145015.5
2024,1,RU,Sonstige Dienstleister,33294.6
2024,2,A,"Land- und Forstwirtschaft, Fischerei",9029.6
2024,2,BE,Produzierendes Gewerbe ohne Baugewerbe,225017.2
2024,2,F,Baugewerbe,48218.8
2024,2,GI,"Handel, Verkehr, Gastgewerbe",162766.7
2024,2,J,Information und Kommunikation,51884
2024,2,K,Finanz- und Versicherungsdienstleister,37386.1
2024,2,L,Grundstücks- und Wohnungswesen,106340.6
2024,2,MN,Unternehmensdienstleister,129037.9
2024,2,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",157543.8
2024,2,RU,Sonstige Dienstleister,34895.4
2024,3,A,"Land- und Forstwirtschaft, Fischerei",8838.1
2024,3,BE,Produzierendes Gewerbe ohne Baugewerbe,224069.7
2024,3,F,Baugewerbe,48029.9
2024,3,GI,"Handel, Verkehr, Gastgewerbe",162149.6
2024,3,J,Information und Kommunikation,50237.7
2024,3,K,Finanz- und Versicherungsdienstleister,38460.1
2024,3,L,Grundstücks- und Wohnungswesen,105781.9
2024,3,MN,Unternehmensdienstleister,130676.8
2024,3,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",157832.2
2024,3,RU,Sonstige Dienstleister,35847.7
2024,4,A,"Land- und Forstwirtschaft, Fischerei",9338.2
2024,4,BE,Produzierendes Gewerbe ohne Baugewerbe,234022.6
2024,4,F,Baugewerbe,48947.2
2024,4,GI,"Handel, Verkehr, Gastgewerbe",168898
2024,4,J,Information und Kommunikation,54383
2024,4,K,Finanz- und Versicherungsdienstleister,39813.3
2024,4,L,Grundstücks- und Wohnungswesen,110042.5
2024,4,MN,Unternehmensdienstleister,132457.8
2024,4,OQ,"Öffentliche Dienstleister, Erziehung, Gesundheit",161624.2
2024,4,RU,Sonstige Dienstleister,36903.3
